ProgramEnforcementNumber,RegulatoryProgramIdentifier,Region,Facility,Facility_ID,Address,ProgramID,Enforcement_Type,PenaltyAmount,ViolationId,DEQViolationClassCode,ViolationReference,ViolationDetailDescription,ViolationDetailTypeName,InspectionStartDate,EnforcementIssueDate,ClosedDate
2022-WL-7374,UndergroundStorageTanks,NWR,GRESHAM DIVISION CHEVRON EXTRA MILE,1269,"1820 NE DIVISION ST GRESHAM, OR 97030",26-1269-2024-OPER,Warning Letter,0,15421,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,5/17/22,6/14/22,6/14/22
2022-WL-7375,UndergroundStorageTanks,NWR,212TH CHEVRON,11850,"21188 STARK STREET GRESHAM, OR 97030",26-11850-2024-OPER,Warning Letter,0,15422,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,4/18/22,6/14/22,6/14/22
2022-WL-7383,UndergroundStorageTanks,NWR,CHUBB'S CHEVRON,7577,"745 S COLUMBIA RIVER HWY SAINT HELENS, OR 97051-2928",5-7577-2024-OPER,Warning Letter,0,15435,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,4/26/22,6/24/22,6/24/22
2022-WL-7898,UndergroundStorageTanks,ER,CARSON PRINEVILLE O'NEIL,80,"2158 NW O NEIL HWY PRINEVILLE, OR 97754-7723",7-80-2023-OPER,Warning Letter,0,16388,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/19/22,12/12/22,12/12/22
2022-WL-7905,UndergroundStorageTanks,ER,TRUAX CORPORATION #75,6999,"612 N. MADRAS HWY PRINEVILLE, OR 97754",7-6999-2024-OPER,Warning Letter,0,16396,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/19/22,12/14/22,12/14/22
2022-WL-7907,UndergroundStorageTanks,NWR,COLTON MARKET,11966,"20867 S HIGHWAY 211 COLTON, OR 97017-9401",3-11966-2024-OPER,Warning Letter,0,16398,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/19/22,12/14/22,12/14/22
2022-WL-7917,UndergroundStorageTanks,NWR,OREGON CITY STATION,3948,"1002 MCLOUGHLIN BLVD OREGON CITY, OR 97045-1023",3-3948-2024-OPER,Warning Letter,0,16424,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/1/22,12/20/22,12/20/22
2022-WLOTC-7101,UndergroundStorageTanks,ALL,FRED MEYER DISTRIBUTION CENTER,6274,"12108 SE HWY 212 CLACKAMAS, OR 97015",3-6274-2024-OPER,Warning Letter with Opportunity to Correct,0,14934,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,10/6/21,5/3/22,5/3/22
2022-WLOTC-7384,UndergroundStorageTanks,NWR,AIRPORT CHEVRON,11953,"18081 NE SANDY BLVD PORTLAND, OR 97230-6803",26-11953-2024-OPER,Warning Letter with Opportunity to Correct,0,15436,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,3/8/22,10/30/22,10/30/22
2023-FC-7948,UndergroundStorageTanks,WR,WECO MONROE CFN,4357,"525 MAIN ST MONROE, OR 97456",2-4357-2024-OPER,Field Citation,100,16861,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,11/10/22,1/4/23,2/9/23
2023-FC-7951,UndergroundStorageTanks,WR,TOWN PUMP,3555,"522 PACIFIC BLVD SW ALBANY, OR 97321-2621",22-3555-2024-OPER,Field Citation,850,16864,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/10/22,1/5/23,1/18/23
2023-FC-7951,UndergroundStorageTanks,WR,TOWN PUMP,3555,"522 PACIFIC BLVD SW ALBANY, OR 97321-2621",22-3555-2024-OPER,Field Citation,850,16865,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,11/10/22,1/5/23,1/18/23
2023-FC-7951,UndergroundStorageTanks,WR,TOWN PUMP,3555,"522 PACIFIC BLVD SW ALBANY, OR 97321-2621",22-3555-2024-OPER,Field Citation,850,16866,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,11/10/22,1/5/23,1/18/23
2023-FC-7951,UndergroundStorageTanks,WR,TOWN PUMP,3555,"522 PACIFIC BLVD SW ALBANY, OR 97321-2621",22-3555-2024-OPER,Field Citation,850,16867,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,11/10/22,1/5/23,1/18/23
2023-FC-7956,UndergroundStorageTanks,WR,COURTESY CORNER,775,"1515 CALAPOOIA S.W. ALBANY, OR 97321",22-775-2024-OPER,Field Citation,1250,16878,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,11/10/22,1/4/23,2/27/23
2023-FC-7956,UndergroundStorageTanks,WR,COURTESY CORNER,775,"1515 CALAPOOIA S.W. ALBANY, OR 97321",22-775-2024-OPER,Field Citation,1250,16879,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,11/10/22,1/4/23,2/27/23
2023-FC-7956,UndergroundStorageTanks,WR,COURTESY CORNER,775,"1515 CALAPOOIA S.W. ALBANY, OR 97321",22-775-2024-OPER,Field Citation,1250,16880,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,11/10/22,1/4/23,2/27/23
2023-FC-7956,UndergroundStorageTanks,WR,COURTESY CORNER,775,"1515 CALAPOOIA S.W. ALBANY, OR 97321",22-775-2024-OPER,Field Citation,1250,16881,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/10/22,1/4/23,2/27/23
2023-FC-7973,UndergroundStorageTanks,WR,CARLTON CORNERS,1605,"150 N YAMHILL CARLTON, OR 97111",36-1605-2024-OPER,Field Citation,350,16924,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,11/10/22,1/11/23,5/8/23
2023-FC-7973,UndergroundStorageTanks,WR,CARLTON CORNERS,1605,"150 N YAMHILL CARLTON, OR 97111",36-1605-2024-OPER,Field Citation,350,16925,I,340-150-0310(2)(a),Failure to adjust or limit an automatic overfill shut off device (i.e. fill pipe valve) to trigger at a product level no more than 95% of total tank capacity.,(C3) Spill and Overfill Prevention -TCR,11/10/22,1/11/23,5/8/23
2023-FC-7989,UndergroundStorageTanks,NWR,PENSKE TRUCK LEASING CO LP,9966,"18900 NE SAN RAFAEL PORTLAND, OR 97230",26-9966-2024-OPER,Field Citation,300,16950,I,340-150-0400(1)(a),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(J8.2) Interstitial - TCR,12/13/22,1/18/22,2/10/23
2023-FC-7996,UndergroundStorageTanks,WR,DOUGLAS COUNTY JUSTICE BUILDING,11906,"1036 SE DOUGLAS AVE ROSEBURG, OR 97470-3317",10-11906-2024-OPER,Field Citation,550,16959,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/23/22,1/18/23,NULL
2023-FC-7996,UndergroundStorageTanks,WR,DOUGLAS COUNTY JUSTICE BUILDING,11906,"1036 SE DOUGLAS AVE ROSEBURG, OR 97470-3317",10-11906-2024-OPER,Field Citation,550,16960,I,340-150-0410(5),Failure to perform line tightness test at least once every 3 years or failure to verify safe suction.,(H1.6a) Release Detection Suction Piping - TCR,11/23/22,1/18/23,NULL
2023-FC-7996,UndergroundStorageTanks,WR,DOUGLAS COUNTY JUSTICE BUILDING,11906,"1036 SE DOUGLAS AVE ROSEBURG, OR 97470-3317",10-11906-2024-OPER,Field Citation,550,16961,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,11/23/22,1/18/23,NULL
2023-FC-8014,UndergroundStorageTanks,WR,QWEST CORPORATION dba CENTURYLINK QC (RO,6217,"5027 10TH AVE NE KEIZER, OR 97303-3701",24-6217-2024-OPER,Field Citation,100,16989,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,11/10/22,1/23/23,NULL
2023-FC-8024,UndergroundStorageTanks,WR,MOHAWK TEXACO,1392,"1376 MOHAWK BLVD SPRINGFIELD, OR 97477",20-1392-2024-OPER,Field Citation,500,17002,I,340-151-0010,Failure to establish or maintain a required financial responsibility mechanism.,(A4a) General Permit Requirements,11/10/22,1/26/23,2/27/23
2023-FC-8033,UndergroundStorageTanks,WR,S P OIL LLC,8135,"32980 HIGHWAY 228 HALSEY, OR 97348-9715",22-8135-2024-OPER,Field Citation,900,17020,I,340-150-0135(11),"Failure to install under-dispenser containment when installing, moving or replacing a fuel dispenser.",(B1c) Installation of USTs and Piping,11/10/22,1/30/23,5/8/23
2023-FC-8033,UndergroundStorageTanks,WR,S P OIL LLC,8135,"32980 HIGHWAY 228 HALSEY, OR 97348-9715",22-8135-2024-OPER,Field Citation,900,17021,II,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,11/10/22,1/30/23,5/8/23
2023-FC-8033,UndergroundStorageTanks,WR,S P OIL LLC,8135,"32980 HIGHWAY 228 HALSEY, OR 97348-9715",22-8135-2024-OPER,Field Citation,900,17022,II,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,11/10/22,1/30/23,5/8/23
2023-FC-8033,UndergroundStorageTanks,WR,S P OIL LLC,8135,"32980 HIGHWAY 228 HALSEY, OR 97348-9715",22-8135-2024-OPER,Field Citation,900,17023,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/10/22,1/30/23,5/8/23
2023-FC-8035,UndergroundStorageTanks,WR,BUY 2 @ GLENWOOD,3322,"3650 GLENWOOD DR EUGENE, OR 97403",20-3322-2024-OPER,Field Citation,150,17026,I,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,11/23/22,1/30/23,NULL
2023-FC-8036,UndergroundStorageTanks,WR,TRUAX CORPORATION #64,6979,"1115 PACIFIC HWY N COTTAGE GROVE, OR 97424",20-6979-2024-OPER,Field Citation,450,17027,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/23/22,1/30/23,3/10/23
2023-FC-8036,UndergroundStorageTanks,WR,TRUAX CORPORATION #64,6979,"1115 PACIFIC HWY N COTTAGE GROVE, OR 97424",20-6979-2024-OPER,Field Citation,450,17028,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,11/23/22,1/30/23,3/10/23
2023-FC-8038,UndergroundStorageTanks,ALL,TRUAX CORPORATION CC#48,6055,"2795 WILLAMETTE ST EUGENE, OR 97405",20-6055-2024-OPER,Field Citation,300,17032,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/23/22,1/31/23,3/10/23
2023-FC-8040,UndergroundStorageTanks,WR,COTTAGE GROVE CHEVRON,10445,"1250 GATEWAY BLVD COTTAGE GROVE, OR 97424-1272",20-10445-2024-OPER,Field Citation,1200,17036,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,11/10/22,1/31/23,2/27/23
2023-FC-8040,UndergroundStorageTanks,WR,COTTAGE GROVE CHEVRON,10445,"1250 GATEWAY BLVD COTTAGE GROVE, OR 97424-1272",20-10445-2024-OPER,Field Citation,1200,17037,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/10/22,1/31/23,2/27/23
2023-FC-8040,UndergroundStorageTanks,WR,COTTAGE GROVE CHEVRON,10445,"1250 GATEWAY BLVD COTTAGE GROVE, OR 97424-1272",20-10445-2024-OPER,Field Citation,1200,17038,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,11/10/22,1/31/23,2/27/23
2023-FC-8043,UndergroundStorageTanks,ER,GORDY'S TRUCK STOP/RESTAURANT,12002,"17045 WHITNEY RD LA PINE, OR 97739",9-12002-2024-OPER,Field Citation,600,17044,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,2/7/22,1/31/23,4/5/23
2023-FC-8043,UndergroundStorageTanks,ER,GORDY'S TRUCK STOP/RESTAURANT,12002,"17045 WHITNEY RD LA PINE, OR 97739",9-12002-2024-OPER,Field Citation,600,17045,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,2/7/22,1/31/23,4/5/23
2023-FC-8043,UndergroundStorageTanks,ER,GORDY'S TRUCK STOP/RESTAURANT,12002,"17045 Whitney Rd La Pine, OR 97739",9-12002-2024-OPER,Field Citation,600,17044,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,2/7/22,1/31/23,4/5/23
2023-FC-8043,UndergroundStorageTanks,ER,GORDY'S TRUCK STOP/RESTAURANT,12002,"17045 Whitney Rd La Pine, OR 97739",9-12002-2024-OPER,Field Citation,600,17045,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,2/7/22,1/31/23,4/5/23
2023-FC-8052,UndergroundStorageTanks,WR,WECO SUTHERLIN,8634,"281 S STATE ST SUTHERLIN, OR 97479",10-8634-2024-OPER,Field Citation,300,17052,I,340-150-0400(1)(a),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the pressurized piping.,(H2.2) Release Detection Pressure Piping - TCR,11/23/22,2/2/23,2/27/23
2023-FC-8075,UndergroundStorageTanks,NWR,JACKSONS FOOD STORES #528,9855,"5524 SE 82ND AVE PORTLAND, OR 97266-4812",3-9855-2023-OPER,Field Citation,300,17120,I,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,1/6/23,2/17/23,3/15/23
2023-FC-8075,UndergroundStorageTanks,NWR,JACKSONS FOOD STORES #528,9855,"5524 SE 82ND AVE PORTLAND, OR 97266-4812",3-9855-2023-OPER,Field Citation,300,17121,II,340-150-0400(1)(c),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamp",(J8.4) Interstitial - Non TCR,1/6/23,2/17/23,3/15/23
2023-FC-8075,UndergroundStorageTanks,NWR,JACKSONS FOOD STORES #528,9855,"5524 SE 82ND & FOSTER PORTLAND, OR 97266",3-9855-2023-OPER,Field Citation,300,17120,I,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,1/6/23,2/17/23,3/15/23
2023-FC-8075,UndergroundStorageTanks,NWR,JACKSONS FOOD STORES #528,9855,"5524 SE 82ND & FOSTER PORTLAND, OR 97266",3-9855-2023-OPER,Field Citation,300,17121,II,340-150-0400(1)(c),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamp",(J8.4) Interstitial - Non TCR,1/6/23,2/17/23,3/15/23
